timestamp,est_e,est_n,est_heading,est_gyro_bias,external_e,external_n,true_e,true_n,true_heading,detected_step
0.3400,0.00000000,0.00000000,0.00367930,0.01444262,,,0.00000000,0.00000000,0.00000000,0
0.3500,0.00000000,0.00000000,0.00340761,0.01450134,,,0.00000000,0.00000000,0.00000000,0
0.3600,0.00000000,0.00000000,0.00308640,0.01456947,,,0.00000000,0.00000000,0.00000000,0
0.3700,0.00000000,0.00000000,0.00272774,0.01465898,,,0.00000000,0.00000000,0.00000000,0
0.3800,0.00000000,0.00000000,0.00254872,0.01470968,,,0.00000000,0.00000000,0.00000000,0
0.3900,0.00000000,0.00000000,0.00209697,0.01483481,,,0.00000000,0.00000000,0.00000000,0
0.4000,0.00000000,0.00000000,0.00232721,0.01477512,,,0.00000000,0.00000000,0.00000000,0
0.4100,0.00000000,0.00000000,0.00172430,0.01492682,,,0.00000000,0.00000000,0.00000000,0
0.4200,0.00000000,0.00000000,0.00099413,0.01511829,,,0.00000000,0.00000000,0.00000000,0
0.4300,0.00000000,0.00000000,0.00014508,0.01533609,,,0.00000000,0.00000000,0.00000000,0
0.4400,0.00000000,0.00000000,-0.00088453,0.01561168,,,0.00000000,0.00000000,0.00000000,0
0.4500,0.00000000,0.00000000,-0.00041678,0.01549912,,,0.00000000,0.00000000,0.00000000,0
0.4600,0.00000000,0.00000000,-0.00014049,0.01541007,,,0.00000000,0.00000000,0.00000000,0
0.4700,0.00000000,0.00000000,-0.00039306,0.01547668,,,0.00000000,0.00000000,0.00000000,0
0.4800,0.00000000,0.00000000,-0.00136247,0.01576686,,,0.00000000,0.00000000,0.00000000,0
0.4900,0.00000000,0.00000000,-0.00117412,0.01571084,,,0.00000000,0.00000000,0.00000000,0
0.5000,0.00000000,0.00000000,-0.00142667,0.01579313,,,0.00000000,0.00000000,0.00000000,0
0.5100,0.00000000,0.00000000,-0.00162455,0.01584071,,,0.00000000,0.00000000,0.00000000,0
0.5200,0.00000000,0.00000000,-0.00135208,0.01574115,,,0.00000000,0.00000000,0.00000000,0
0.5300,0.00000000,0.00000000,-0.00114835,0.01569026,,,0.00000000,0.00000000,0.00000000,0
0.5400,0.00000000,0.00000000,-0.00093495,0.01561236,,,0.00000000,0.00000000,0.00000000,0
0.5500,0.00000000,0.00000000,-0.00037680,0.01543134,,,0.00000000,0.00000000,0.00000000,0
0.5600,0.00000000,0.00000000,0.00008583,0.01528370,,,0.00000000,0.00000000,0.00000000,0
0.5700,0.00000000,0.00000000,-0.00009805,0.01531929,,,0.00000000,0.00000000,0.00000000,0
0.5800,0.00000000,0.00000000,-0.00025857,0.01536767,,,0.00000000,0.00000000,0.00000000,0
0.5900,0.00000000,0.00000000,-0.00057143,0.01546054,,,0.00000000,0.00000000,0.00000000,0
0.6000,0.00000000,0.00000000,-0.00095022,0.01559002,,,0.00000000,0.00000000,0.00000000,0
0.6100,0.00000000,0.00000000,-0.00105363,0.01561801,,,0.00000000,0.00000000,0.00000000,0
0.6200,0.00000000,0.00000000,-0.00136901,0.01569254,,,0.00000000,0.00000000,0.00000000,0
0.6300,0.00000000,0.00000000,-0.00052056,0.01541479,,,0.00000000,0.00000000,0.00000000,0
0.6400,0.00000000,0.00000000,-0.00018101,0.01526594,,,0.00000000,0.00000000,0.00000000,0
0.6500,0.00000000,0.00000000,-0.00083814,0.01548198,,,0.00000000,0.00000000,0.00000000,0
0.6600,0.00000000,0.00000000,-0.00033434,0.01529950,,,0.00000000,0.00000000,0.00000000,0
0.6700,0.00000000,0.00000000,-0.00004113,0.01518992,,,0.00000000,0.00000000,0.00000000,0
0.6800,0.00000000,0.00000000,-0.00006386,0.01519636,,,0.00000000,0.00000000,0.00000000,0
0.6900,0.00000000,0.00000000,0.00018594,0.01512152,,,0.00000000,0.00000000,0.00000000,0
0.7000,0.00000000,0.00000000,-0.00066029,0.01540120,,,0.00000000,0.00000000,0.00000000,0
0.7100,0.00000000,0.00000000,0.00043506,0.01501242,,,0.00000000,0.00000000,0.00000000,0
0.7200,0.00000000,0.00000000,0.00004073,0.01515824,,,0.00000000,0.00000000,0.00000000,0
0.7300,0.00000000,0.00000000,0.00049797,0.01500486,,,0.00000000,0.00000000,0.00000000,0
0.7400,0.00000000,0.00000000,-0.00020354,0.01525795,,,0.00000000,0.00000000,0.00000000,0
0.7500,0.00000000,0.00000000,-0.00024923,0.01527680,,,0.00000000,0.00000000,0.00000000,0
0.7600,0.00000000,0.00000000,-0.00025695,0.01527479,,,0.00000000,0.00000000,0.00000000,0
0.7700,0.00000000,0.00000000,0.00064287,0.01495208,,,0.00000000,0.00000000,0.00000000,0
0.7800,0.00000000,0.00000000,0.00010430,0.01513408,,,0.00000000,0.00000000,0.00000000,0
0.7900,0.00000000,0.00000000,-0.00025056,0.01526939,,,0.00000000,0.00000000,0.00000000,0
0.8000,0.00000000,0.00000000,-0.00061653,0.01541599,,,0.00000000,0.00000000,0.00000000,0
0.8100,0.00000000,0.00000000,-0.00052460,0.01540785,,,0.00000000,0.00000000,0.00000000,0
0.8200,0.00000000,0.00000000,-0.00124392,0.01564476,,,0.00000000,0.00000000,0.00000000,0
0.8300,0.00000000,0.00000000,-0.00200012,0.01590446,,,0.00000000,0.00000000,0.00000000,0
0.8400,0.00000000,0.00000000,-0.00264114,0.01612601,,,0.00000000,0.00000000,0.00000000,0
0.8500,0.00000000,0.00000000,-0.00314571,0.01629661,,,0.00000000,0.00000000,0.00000000,0
0.8600,0.00000000,0.00000000,-0.00321254,0.01630010,,,0.00000000,0.00000000,0.00000000,0
0.8700,0.00000000,0.00000000,-0.00275195,0.01616204,,,0.00000000,0.00000000,0.00000000,0
0.8800,0.00000000,0.00000000,-0.00282794,0.01620404,,,0.00000000,0.00000000,0.00000000,0
0.8900,0.00000000,0.00000000,-0.00336176,0.01638443,,,0.00000000,0.00000000,0.00000000,0
0.9000,0.00000000,0.00000000,-0.00371727,0.01649773,,,0.00000000,0.00000000,0.00000000,0
0.9100,0.00000000,0.00000000,-0.00438842,0.01672704,,,0.00000000,0.00000000,0.00000000,0
0.9200,0.00000000,0.00000000,-0.00409990,0.01660351,,,0.00000000,0.00000000,0.00000000,0
0.9300,0.00000000,0.00000000,-0.00448269,0.01672682,,,0.00000000,0.00000000,0.00000000,0
0.9400,0.00000000,0.00000000,-0.00416706,0.01662013,,,0.00000000,0.00000000,0.00000000,0
0.9500,0.00000000,0.00000000,-0.00405081,0.01659513,,,0.00000000,0.00000000,0.00000000,0
0.9600,0.00000000,0.00000000,-0.00421972,0.01665963,,,0.00000000,0.00000000,0.00000000,0
0.9700,0.00000000,0.00000000,-0.00426137,0.01668485,,,0.00000000,0.00000000,0.00000000,0
0.9800,0.00000000,0.00000000,-0.00380968,0.01650756,,,0.00000000,0.00000000,0.00000000,0
0.9900,0.00000000,0.00000000,-0.00353751,0.01636491,,,0.00000000,0.00000000,0.00000000,0
1.0000,0.00000000,0.00000000,-0.00306974,0.01621545,,,0.00000000,0.00000000,0.00000000,0
1.0100,0.00000000,0.00000000,-0.00270234,0.01608592,,,0.00000000,0.00000000,0.00000000,0
1.0200,0.00000000,0.00000000,-0.00210650,0.01587461,,,0.00000000,0.00000000,0.00000000,0
1.0300,0.00000000,0.00000000,-0.00151038,0.01568710,,,0.00000000,0.00000000,0.00000000,0
1.0400,0.00000000,0.00000000,-0.00140687,0.01563605,,,0.00000000,0.00000000,0.00000000,0
1.0500,0.00000000,0.00000000,-0.00110184,0.01551605,,,0.00000000,0.00000000,0.00000000,0
1.0600,0.00000000,0.00000000,-0.00169542,0.01570793,,,0.00000000,0.00000000,0.00000000,0
1.0700,0.00000000,0.00000000,-0.00171622,0.01573305,,,0.00000000,0.00000000,0.00000000,0
1.0800,0.00000000,0.00000000,-0.00218920,0.01590402,,,0.00000000,0.00000000,0.00000000,0
1.0900,0.00000000,0.00000000,-0.00195017,0.01579587,,,0.00000000,0.00000000,0.00000000,0
1.1000,0.00000000,0.00000000,-0.00199899,0.01583062,,,0.00000000,0.00000000,0.00000000,0
1.1100,0.00000000,0.00000000,-0.00127731,0.01558217,,,0.00000000,0.00000000,0.00000000,0
1.1200,0.00000000,0.00000000,-0.00173502,0.01574044,,,0.00000000,0.00000000,0.00000000,0
1.1300,0.00000000,0.00000000,-0.00158373,0.01567634,,,0.00000000,0.00000000,0.00000000,0
1.1400,0.00000000,0.00000000,-0.00139978,0.01563544,,,0.00000000,0.00000000,0.00000000,0
1.1500,0.00000000,0.00000000,-0.00131515,0.01560988,,,0.00000000,0.00000000,0.00000000,0
1.1600,0.00000000,0.00000000,-0.00117688,0.01557760,,,0.00000000,0.00000000,0.00000000,0
1.1700,0.00000000,0.00000000,-0.00099622,0.01550190,,,0.00000000,0.00000000,0.00000000,0
1.1800,0.00000000,0.00000000,-0.00105489,0.01552823,,,0.00000000,0.00000000,0.00000000,0
1.1900,0.00000000,0.00000000,-0.00124522,0.01559068,,,0.00000000,0.00000000,0.00000000,0
1.2000,0.00000000,0.00000000,-0.00123210,0.01558102,,,0.00000000,0.00000000,0.00000000,0
1.2100,0.00000000,0.00000000,-0.00168477,0.01571881,,,0.00000000,0.00000000,0.00000000,0
1.2200,0.00000000,0.00000000,-0.00139062,0.01560962,,,0.00000000,0.00000000,0.00000000,0
1.2300,0.00000000,0.00000000,-0.00121893,0.01553568,,,0.00000000,0.00000000,0.00000000,0
1.2400,0.00000000,0.00000000,-0.00092565,0.01542837,,,0.00000000,0.00000000,0.00000000,0
1.2500,0.00000000,0.00000000,-0.00163854,0.01566078,,,0.00000000,0.00000000,0.00000000,0
1.2600,0.00000000,0.00000000,-0.00144543,0.01560199,,,0.00000000,0.00000000,0.00000000,0
1.2700,0.00000000,0.00000000,-0.00188090,0.01572276,,,0.00000000,0.00000000,0.00000000,0
1.2800,0.00000000,0.00000000,-0.00071693,0.01532689,,,0.00000000,0.00000000,0.00000000,0
1.2900,0.00000000,0.00000000,-0.00199428,0.01573393,,,0.00000000,0.00000000,0.00000000,0
1.3000,0.00000000,0.00000000,-0.00231028,0.01581356,,,0.00000000,0.00000000,0.00000000,0
1.3100,0.00000000,0.00000000,-0.00178037,0.01563512,,,0.00000000,0.00000000,0.00000000,0
1.3200,0.00000000,0.00000000,-0.00156422,0.01555946,,,0.00000000,0.00000000,0.00000000,0
1.3300,0.00000000,0.00000000,-0.00161503,0.01557122,,,0.00000000,0.00000000,0.00000000,0
1.3400,0.00000000,0.00000000,-0.00165497,0.01558677,,,0.00000000,0.00000000,0.00000000,0
1.3500,0.00000000,0.00000000,-0.00102277,0.01539310,,,0.00000000,0.00000000,0.00000000,0
1.3600,0.00000000,0.00000000,-0.00073011,0.01530746,,,0.00000000,0.00000000,0.00000000,0
1.3700,0.00000000,0.00000000,-0.00031269,0.01517620,,,0.00000000,0.00000000,0.00000000,0
1.3800,0.00000000,0.00000000,-0.00096567,0.01539010,,,0.00000000,0.00000000,0.00000000,0
1.3900,0.00000000,0.00000000,0.00055886,0.01489495,,,0.00000000,0.00000000,0.00000000,0
1.4000,0.00000000,0.00000000,0.00014936,0.01501309,,,0.00000000,0.00000000,0.00000000,0
1.4100,0.00000000,0.00000000,0.00136469,0.01463668,,,0.00000000,0.00000000,0.00000000,0
1.4200,0.00000000,0.00000000,0.00124205,0.01468272,,,0.00000000,0.00000000,0.00000000,0
1.4300,0.00000000,0.00000000,0.00135973,0.01467249,,,0.00000000,0.00000000,0.00000000,0
1.4400,0.00000000,0.00000000,0.00070368,0.01487579,,,0.00000000,0.00000000,0.00000000,0
1.4500,0.00000000,0.00000000,0.00025631,0.01500370,,,0.00000000,0.00000000,0.00000000,0
1.4600,0.00000000,0.00000000,0.00123072,0.01470320,,,0.00000000,0.00000000,0.00000000,0
1.4700,0.00000000,0.00000000,0.00201171,0.01445578,,,0.00000000,0.00000000,0.00000000,0
1.4800,0.00000000,0.00000000,0.00190031,0.01448101,,,0.00000000,0.00000000,0.00000000,0
1.4900,0.00000000,0.00000000,0.00238166,0.01434949,,,0.00000000,0.00000000,0.00000000,0
1.5000,0.00000000,0.00000000,0.00290790,0.01421149,,,0.00000000,0.00000000,0.00000000,0
1.5100,0.00000000,0.00000000,0.00253194,0.01433330,,,0.00000000,0.00000000,0.00000000,0
1.5200,0.00000000,0.00000000,0.00257676,0.01431354,,,0.00000000,0.00000000,0.00000000,0
1.5300,0.00000000,0.00000000,0.00156206,0.01462820,,,0.00000000,0.00000000,0.00000000,0
1.5400,0.00000000,0.00000000,0.00117834,0.01474518,,,0.00000000,0.00000000,0.00000000,0
1.5500,0.00000000,0.00000000,0.00039898,0.01496628,,,0.00000000,0.00000000,0.00000000,0
1.5600,0.00000000,0.00000000,0.00088792,0.01482739,,,0.00000000,0.00000000,0.00000000,0
1.5700,0.00000000,0.00000000,0.00048097,0.01495443,,,0.00000000,0.00000000,0.00000000,0
1.5800,0.00000000,0.00000000,0.00032368,0.01501594,,,0.00000000,0.00000000,0.00000000,0
1.5900,0.00000000,0.00000000,0.00026866,0.01502565,,,0.00000000,0.00000000,0.00000000,0
1.6000,0.00000000,0.00000000,0.00007983,0.01508156,,,0.00000000,0.00000000,0.00000000,0
1.6100,0.00000000,0.00000000,-0.00064088,0.01529501,,,0.00000000,0.00000000,0.00000000,0
1.6200,0.00000000,0.00000000,-0.00092254,0.01535812,,,0.00000000,0.00000000,0.00000000,0
1.6300,0.00000000,0.00000000,-0.00116718,0.01545779,,,0.00000000,0.00000000,0.00000000,0
1.6400,0.00000000,0.00000000,-0.00184317,0.01563283,,,0.00000000,0.00000000,0.00000000,0
1.6500,0.00000000,0.00000000,-0.00173875,0.01558679,,,0.00000000,0.00000000,0.00000000,0
1.6600,0.00000000,0.00000000,-0.00156606,0.01552975,,,0.00000000,0.00000000,0.00000000,0
1.6700,0.00000000,0.00000000,-0.00249496,0.01578343,,,0.00000000,0.00000000,0.00000000,0
1.6800,0.00000000,0.00000000,-0.00320081,0.01599245,,,0.00000000,0.00000000,0.00000000,0
1.6900,0.00000000,0.00000000,-0.00277903,0.01586063,,,0.00000000,0.00000000,0.00000000,0
1.7000,0.00000000,0.00000000,-0.00311317,0.01595604,,,0.00000000,0.00000000,0.00000000,0
1.7100,0.00000000,0.00000000,-0.00351042,0.01607104,,,0.00000000,0.00000000,0.00000000,0
1.7200,0.00000000,0.00000000,-0.00317128,0.01597003,,,0.00000000,0.00000000,0.00000000,0
1.7300,0.00000000,0.00000000,-0.00281320,0.01586438,,,0.00000000,0.00000000,0.00000000,0
1.7400,0.00000000,0.00000000,-0.00312860,0.01595089,,,0.00000000,0.00000000,0.00000000,0
1.7500,0.00000000,0.00000000,-0.00227868,0.01570798,,,0.00000000,0.00000000,0.00000000,0
1.7600,0.00000000,0.00000000,-0.00230226,0.01572126,,,0.00000000,0.00000000,0.00000000,0
1.7700,0.00000000,0.00000000,-0.00262556,0.01580861,,,0.00000000,0.00000000,0.00000000,0
1.7800,0.00000000,0.00000000,-0.00328175,0.01598842,,,0.00000000,0.00000000,0.00000000,0
1.7900,0.00000000,0.00000000,-0.00400981,0.01618819,,,0.00000000,0.00000000,0.00000000,0
1.8000,0.00000000,0.00000000,-0.00347739,0.01603673,,,0.00000000,0.00000000,0.00000000,0
1.8100,0.00000000,0.00000000,-0.00336545,0.01599785,,,0.00000000,0.00000000,0.00000000,0
1.8200,0.00000000,0.00000000,-0.00238146,0.01571282,,,0.00000000,0.00000000,0.00000000,0
1.8300,0.00000000,0.00000000,-0.00197367,0.01557951,,,0.00000000,0.00000000,0.00000000,0
1.8400,0.00000000,0.00000000,-0.00072890,0.01524876,,,0.00000000,0.00000000,0.00000000,0
1.8500,0.00000000,0.00000000,0.00003040,0.01502195,,,0.00000000,0.00000000,0.00000000,0
1.8600,0.00000000,0.00000000,-0.00042978,0.01516815,,,0.00000000,0.00000000,0.00000000,0
1.8700,0.00000000,0.00000000,-0.00032366,0.01514639,,,0.00000000,0.00000000,0.00000000,0
1.8800,0.00000000,0.00000000,-0.00074977,0.01527507,,,0.00000000,0.00000000,0.00000000,0
1.8900,0.00000000,0.00000000,0.00020752,0.01501159,,,0.00000000,0.00000000,0.00000000,0
1.9000,0.00000000,0.00000000,0.00055959,0.01491927,,,0.00000000,0.00000000,0.00000000,0
1.9100,0.00000000,0.00000000,0.00000688,0.01507474,,,0.00000000,0.00000000,0.00000000,0
1.9200,0.00000000,0.00000000,0.00012541,0.01504802,,,0.00000000,0.00000000,0.00000000,0
1.9300,0.00000000,0.00000000,0.00063883,0.01491576,,,0.00000000,0.00000000,0.00000000,0
1.9400,0.00000000,0.00000000,0.00100654,0.01483124,,,0.00000000,0.00000000,0.00000000,0
1.9500,0.00000000,0.00000000,0.00170382,0.01463100,,,0.00000000,0.00000000,0.00000000,0
1.9600,0.00000000,0.00000000,0.00225939,0.01448584,,,0.00000000,0.00000000,0.00000000,0
1.9700,0.00000000,0.00000000,0.00121252,0.01478799,,,0.00000000,0.00000000,0.00000000,0
1.9800,0.00000000,0.00000000,0.00095535,0.01487254,,,0.00000000,0.00000000,0.00000000,0
1.9900,0.00000000,0.00000000,0.00106633,0.01483222,,,0.00000000,0.00000000,0.00000000,0
2.0000,0.00000000,0.00000000,0.00035616,0.01502702,,,0.00000000,0.00000000,0.00000000,0
2.0100,0.00000000,0.00000000,0.00050274,0.01499039,,,0.00000000,0.00000000,0.00000000,0
2.0200,0.00000000,0.00000000,0.00009684,0.01510162,,,0.00000000,0.00000000,0.00000000,0
2.0300,0.00000000,0.00000000,-0.00026419,0.01517462,,,0.00000000,0.00000000,0.00000000,0
2.0400,0.00000000,0.00000000,0.00084487,0.01488746,,,0.00000000,0.00000000,0.00000000,0
2.0500,0.00000000,0.00000000,0.00085235,0.01486930,,,0.00000000,0.00000000,0.00000000,0
2.0600,0.00000000,0.00000000,0.00198794,0.01459091,,,0.00000000,0.00000000,0.00000000,0
2.0700,0.00000000,0.00000000,0.00138934,0.01475694,,,0.00000000,0.00000000,0.00000000,0
2.0800,0.00000000,0.00000000,0.00123524,0.01479723,,,0.00000000,0.00000000,0.00000000,0
2.0900,0.00000000,0.00000000,0.00119409,0.01481502,,,0.00000000,0.00000000,0.00000000,0
2.1000,0.00000000,0.00000000,0.00155102,0.01472332,,,0.00000000,0.00000000,0.00000000,0
2.1100,0.00000000,0.00000000,0.00213072,0.01456699,,,0.00000000,0.00000000,0.00000000,0
2.1200,0.00000000,0.00000000,0.00204783,0.01458887,,,0.00000000,0.00000000,0.00000000,0
2.1300,0.00000000,0.00000000,0.00102434,0.01485999,,,0.00000000,0.00000000,0.00000000,0
2.1400,0.00000000,0.00000000,0.00067501,0.01494310,,,0.00000000,0.00000000,0.00000000,0
2.1500,0.00000000,0.00000000,-0.00053524,0.01526401,,,0.00000000,0.00000000,0.00000000,0
2.1600,0.00000000,0.00000000,-0.00042351,0.01524565,,,0.00000000,0.00000000,0.00000000,0
2.1700,0.00000000,0.00000000,-0.00039768,0.01524911,,,0.00000000,0.00000000,0.00000000,0
2.1800,0.00000000,0.00000000,-0.00114911,0.01545348,,,0.00000000,0.00000000,0.00000000,0
2.1900,0.00000000,0.00000000,-0.00155548,0.01556951,,,0.00000000,0.00000000,0.00000000,0
2.2000,0.00000000,0.00000000,-0.00200250,0.01568950,,,0.00000000,0.00000000,0.00000000,0
2.2100,0.00000000,0.00000000,-0.00214834,0.01573797,,,0.00000000,0.00000000,0.00000000,0
2.2200,0.00000000,0.00000000,-0.00202073,0.01570434,,,0.00000000,0.00000000,0.00000000,0
2.2300,0.00000000,0.00000000,-0.00113409,0.01548151,,,0.00000000,0.00000000,0.00000000,0
2.2400,0.00000000,0.00000000,-0.00106063,0.01547571,,,0.00000000,0.00000000,0.00000000,0
2.2500,0.00000000,0.00000000,-0.00090458,0.01545414,,,0.00000000,0.00000000,0.00000000,0
2.2600,0.00000000,0.00000000,-0.00143840,0.01558430,,,0.00000000,0.00000000,0.00000000,0
2.2700,0.00000000,0.00000000,-0.00074670,0.01539492,,,0.00000000,0.00000000,0.00000000,0
2.2800,0.00000000,0.00000000,-0.00051354,0.01535639,,,0.00000000,0.00000000,0.00000000,0
2.2900,0.00000000,0.00000000,-0.00040286,0.01533916,,,0.00000000,0.00000000,0.00000000,0
2.3000,0.00000000,0.00000000,-0.00106288,0.01552088,,,0.00000000,0.00000000,0.00000000,0
2.3100,0.00000000,0.00000000,-0.00187785,0.01573143,,,0.00000000,0.00000000,0.00000000,0
2.3200,0.00000000,0.00000000,-0.00127075,0.01558128,,,0.00000000,0.00000000,0.00000000,0
2.3300,0.00000000,0.00000000,-0.00098069,0.01550203,,,0.00000000,0.00000000,0.00000000,0
2.3400,0.00000000,0.00000000,-0.00045518,0.01536184,,,0.00000000,0.00000000,0.00000000,0
2.3500,0.00000000,0.00000000,-0.00041662,0.01536550,,,0.00000000,0.00000000,0.00000000,0
2.3600,0.00000000,0.00000000,-0.00031730,0.01534973,,,0.00000000,0.00000000,0.00000000,0
2.3700,0.00000000,0.00000000,0.00013620,0.01524077,,,0.00000000,0.00000000,0.00000000,0
2.3800,0.00000000,0.00000000,0.00034639,0.01517833,,,0.00000000,0.00000000,0.00000000,0
2.3900,0.00000000,0.00000000,0.00013343,0.01522515,,,0.00000000,0.00000000,0.00000000,0
2.4000,0.00000000,0.00000000,0.00028103,0.01518296,,,0.00000000,0.00000000,0.00000000,0
2.4100,0.00000000,0.00000000,0.00018748,0.01520261,,,0.00000000,0.00000000,0.00000000,0
2.4200,0.00000000,0.00000000,-0.00145019,0.01557239,,,0.00000000,0.00000000,0.00000000,0
2.4300,0.00000000,0.00000000,-0.00094293,0.01545057,,,0.00000000,0.00000000,0.00000000,0
2.4400,0.00000000,0.00000000,-0.00098242,0.01547385,,,0.00000000,0.00000000,0.00000000,0
2.4500,0.00000000,0.00000000,-0.00157623,0.01561082,,,0.00000000,0.00000000,0.00000000,0
2.4600,0.00000000,0.00000000,-0.00200977,0.01571397,,,0.00000000,0.00000000,0.00000000,0
2.4700,0.00000000,0.00000000,-0.00264496,0.01586728,,,0.00000000,0.00000000,0.00000000,0
2.4800,0.00000000,0.00000000,-0.00288841,0.01591434,,,0.00000000,0.00000000,0.00000000,0
2.4900,0.00000000,0.00000000,-0.00245266,0.01581237,,,0.00000000,0.00000000,0.00000000,0
2.5000,0.00000000,0.00000000,-0.00207716,0.01571373,,,0.00000000,0.00000000,0.00000000,0
2.5100,0.00000000,0.00000000,-0.00129257,0.01552184,,,0.00000000,0.00000000,0.00000000,0
2.5200,0.00000000,0.00000000,-0.00063463,0.01536723,,,0.00000000,0.00000000,0.00000000,0
2.5300,0.00000000,0.00000000,-0.00116453,0.01549131,,,0.00000000,0.00000000,0.00000000,0
2.5400,0.00000000,0.00000000,-0.00209331,0.01571028,,,0.00000000,0.00000000,0.00000000,0
2.5500,0.00000000,0.00000000,-0.00218273,0.01572142,,,0.00000000,0.00000000,0.00000000,0
2.5600,0.00000000,0.00000000,-0.00167440,0.01560723,,,0.00000000,0.00000000,0.00000000,0
2.5700,0.00000000,0.00000000,-0.00126827,0.01550098,,,0.00000000,0.00000000,0.00000000,0
2.5800,0.00000000,0.00000000,-0.00094655,0.01543251,,,0.00000000,0.00000000,0.00000000,0
2.5900,0.00000000,0.00000000,-0.00178074,0.01562183,,,0.00000000,0.00000000,0.00000000,0
2.6000,0.00000000,0.00000000,-0.00114755,0.01546253,,,0.00000000,0.00000000,0.00000000,0
2.6100,0.00000000,0.00000000,-0.00110921,0.01545195,,,0.00000000,0.00000000,0.00000000,0
2.6200,0.00000000,0.00000000,-0.00017937,0.01522624,,,0.00000000,0.00000000,0.00000000,0
2.6300,0.00000000,0.00000000,-0.00020576,0.01522723,,,0.00000000,0.00000000,0.00000000,0
2.6400,0.00000000,0.00000000,-0.00120990,0.01545704,,,0.00000000,0.00000000,0.00000000,0
2.6500,0.00000000,0.00000000,-0.00028290,0.01524997,,,0.00000000,0.00000000,0.00000000,0
2.6600,0.00000000,0.00000000,0.00010750,0.01516711,,,0.00000000,0.00000000,0.00000000,0
2.6700,0.00000000,0.00000000,0.00008720,0.01517584,,,0.00000000,0.00000000,0.00000000,0
2.6800,0.00000000,0.00000000,0.00019651,0.01514814,,,0.00000000,0.00000000,0.00000000,0
