timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,external_e,external_n,true_e,true_n,true_heading,is_step
0.2400,0.02767299,0.04727373,9.87106597,0.00634071,-0.00352948,0.01482327,1.03670725,-0.04896156,0.32230190,,,0.00000000,0.00000000,0.00000000,0
0.2500,-0.01555228,-0.05613482,9.82518152,-0.00453617,-0.00206791,0.01366300,1.03333009,-0.05586280,0.35662989,,,0.00000000,0.00000000,0.00000000,0
0.2600,0.04063673,-0.06002135,9.84600626,-0.00838177,-0.01142867,0.01796432,1.03856560,-0.00338166,0.33643286,,,0.00000000,0.00000000,0.00000000,0
0.2700,-0.07028597,-0.09454767,10.00232460,0.00003626,-0.00251866,0.01942912,1.04900657,-0.04780957,0.33959215,,,0.00000000,0.00000000,0.00000000,0
0.2800,-0.01369866,-0.11432750,9.89698611,0.00377315,-0.00847491,0.01829404,1.03662971,-0.04271143,0.38124286,,,0.00000000,0.00000000,0.00000000,0
0.2900,0.15258178,-0.14632194,9.85331825,0.00432211,-0.00277521,0.01692300,1.03883513,-0.04137153,0.38836189,,,0.00000000,0.00000000,0.00000000,0
0.3000,-0.01056420,-0.17088156,9.92879414,0.00370527,-0.00117466,0.01695860,1.02796926,-0.03589312,0.35148199,,,0.00000000,0.00000000,0.00000000,0
0.3100,0.03812449,-0.02428465,9.80981508,-0.00284649,-0.00540064,0.01038882,1.02818618,-0.02167229,0.37190643,,,0.00000000,0.00000000,0.00000000,0
0.3200,0.07638273,-0.07314379,9.85856774,-0.00699320,0.00389827,0.01976167,1.02067544,-0.03762705,0.34893969,,,0.00000000,0.00000000,0.00000000,0
0.3300,-0.04866086,-0.12728822,9.97684255,0.00007541,-0.00596573,0.01274653,1.01902260,-0.04980849,0.34896942,,,0.00000000,0.00000000,0.00000000,0
0.3400,-0.00056838,-0.00666557,9.86729677,0.00398037,0.00438042,0.01151011,1.02622727,-0.02610098,0.36626664,,,0.00000000,0.00000000,0.00000000,0
0.3500,0.00470838,-0.07063688,9.92040661,-0.00046075,0.00032366,0.01343403,1.04202747,-0.02652620,0.34090475,,,0.00000000,0.00000000,0.00000000,0
0.3600,0.01585059,-0.04211549,9.87177772,0.00235638,-0.00170121,0.01186261,1.03053121,-0.02505932,0.36259284,,,0.00000000,0.00000000,0.00000000,0
0.3700,0.13412067,0.02444088,9.90060802,0.00119621,0.00446803,0.01639435,1.03797581,-0.02283510,0.35060669,,,0.00000000,0.00000000,0.00000000,0
0.3800,-0.00508571,-0.14055750,9.94596239,0.00260513,-0.00302458,0.01756072,1.02229859,-0.02626398,0.34806974,,,0.00000000,0.00000000,0.00000000,0
0.3900,0.11731577,-0.04125667,9.91335071,-0.00527019,-0.00128800,0.01965616,1.01449756,-0.01858179,0.35977630,,,0.00000000,0.00000000,0.00000000,0
0.4000,0.10251544,0.03649476,9.94371068,0.00323697,-0.00514016,0.01449052,1.04977472,-0.03763784,0.37572809,,,0.00000000,0.00000000,0.00000000,0
0.4100,0.00355059,0.09119784,9.77027256,-0.00059327,0.00492613,0.01261055,1.04615892,-0.01662337,0.34474379,,,0.00000000,0.00000000,0.00000000,0
0.4200,0.10893785,0.00951457,9.93988953,-0.01018530,-0.00115490,0.01379893,1.03469154,-0.01220134,0.35383169,,,0.00000000,0.00000000,0.00000000,0
0.4300,0.19032066,0.08875564,9.77838585,-0.00980364,0.00296893,0.01044543,1.03956292,-0.00920178,0.37096461,,,0.00000000,0.00000000,0.00000000,0
0.4400,-0.09509373,0.03535112,9.78879901,-0.00197241,0.00078924,0.01208237,1.04255159,-0.00316121,0.33272351,,,0.00000000,0.00000000,0.00000000,0
0.4500,0.03900757,0.03717820,9.73849621,0.00067488,-0.00269270,0.02234798,1.03830524,-0.03872179,0.37556371,,,0.00000000,0.00000000,0.00000000,0
0.4600,-0.12879844,-0.00925608,9.87355087,0.00269736,0.01392117,0.01195296,1.06207681,-0.03764775,0.35639637,,,0.00000000,0.00000000,0.00000000,0
0.4700,0.02033575,-0.02691722,9.80115875,0.00210373,-0.00031316,0.01312242,1.05285810,-0.02315128,0.35816285,,,0.00000000,0.00000000,0.00000000,0
0.4800,-0.08107955,-0.04333239,9.79226330,0.00092306,0.00596139,0.01720977,1.05372286,-0.00258820,0.35610980,,,0.00000000,0.00000000,0.00000000,0
0.4900,-0.09147851,0.01045449,9.86508811,0.00344978,-0.00102122,0.01580649,1.02345425,-0.03217723,0.35384927,,,0.00000000,0.00000000,0.00000000,0
0.5000,0.07252228,-0.10914360,9.81735530,-0.00670982,0.00222455,0.01772466,1.03395188,-0.02052175,0.36496146,,,0.00000000,0.00000000,0.00000000,0
0.5100,-0.03992344,-0.10093135,9.88563263,0.00094659,-0.00458573,0.01158849,1.05246025,-0.02370135,0.35819399,,,0.00000000,0.00000000,0.00000000,0
0.5200,-0.02263797,-0.00151470,9.89718047,-0.00106384,0.00027295,0.01083861,1.02472060,-0.03548085,0.34207198,,,0.00000000,0.00000000,0.00000000,0
0.5300,0.20201288,-0.14142312,9.94103219,-0.00439126,0.00211275,0.01979849,1.04405996,-0.03225218,0.35387857,,,0.00000000,0.00000000,0.00000000,0
0.5400,0.03284096,-0.03112238,9.75401089,-0.00237595,-0.00292647,0.01230110,1.04699482,-0.03476240,0.36975411,,,0.00000000,0.00000000,0.00000000,0
0.5500,0.00318449,0.02945578,9.86340173,0.00977888,0.00182285,0.01447895,1.05446062,-0.04406653,0.37322314,,,0.00000000,0.00000000,0.00000000,0
0.5600,0.04648435,-0.05325733,9.96236558,0.00388726,0.00904499,0.01564579,1.03462052,-0.04092481,0.34994575,,,0.00000000,0.00000000,0.00000000,0
0.5700,0.03828219,-0.20603325,9.81463420,-0.00585365,-0.00048465,0.00790718,1.02128379,-0.02568525,0.37170032,,,0.00000000,0.00000000,0.00000000,0
0.5800,-0.11750373,-0.29011507,9.82759077,-0.00151741,-0.00501767,0.01412495,1.01776537,-0.02445319,0.36278702,,,0.00000000,0.00000000,0.00000000,0
0.5900,0.14668479,-0.02623041,9.77619634,-0.00448961,0.00120874,0.01240365,1.04887520,-0.02134031,0.36067668,,,0.00000000,0.00000000,0.00000000,0
0.6000,-0.03525599,0.06044906,9.88261013,-0.00581590,-0.00699138,0.01681280,1.03279492,-0.01779860,0.35921614,,,0.00000000,0.00000000,0.00000000,0
0.6100,0.04383994,-0.03427694,9.87307202,0.00245430,0.00182707,0.01367710,1.05084380,-0.02609304,0.35073247,,,0.00000000,0.00000000,0.00000000,0
0.6200,0.10443245,0.01420538,9.88725638,-0.01339810,-0.00213915,0.00639868,1.03880214,-0.02185147,0.36930549,,,0.00000000,0.00000000,0.00000000,0
0.6300,-0.04342947,0.01088870,9.81526023,-0.00150151,-0.00504890,0.01780363,1.01216311,-0.04880791,0.33114122,,,0.00000000,0.00000000,0.00000000,0
0.6400,0.12750765,-0.13168407,9.85899032,-0.00282489,0.01072610,0.00524866,1.03186171,-0.04011836,0.35726993,,,0.00000000,0.00000000,0.00000000,0
0.6500,0.03941134,-0.13597164,10.00775773,-0.00093405,-0.00035251,0.01330224,1.03508950,-0.01156269,0.34562900,,,0.00000000,0.00000000,0.00000000,0
0.6600,0.15683254,-0.06708670,9.93173769,0.00059517,-0.00178476,0.01224022,1.02927944,-0.04232483,0.35013003,,,0.00000000,0.00000000,0.00000000,0
0.6700,0.07029409,-0.23908476,9.89003184,0.00395698,0.00317434,0.01254690,1.04171848,-0.03750825,0.34119775,,,0.00000000,0.00000000,0.00000000,0
0.6800,0.03509247,-0.02334261,9.78385001,0.00518251,0.00073938,0.01479620,1.01991411,-0.02800525,0.34654209,,,0.00000000,0.00000000,0.00000000,0
0.6900,0.01845224,-0.04426070,9.96504754,-0.00717100,-0.00295124,0.01841720,1.02532711,-0.03449835,0.35909002,,,0.00000000,0.00000000,0.00000000,0
0.7000,0.06675416,-0.03044440,9.99231760,0.00143686,0.00416100,0.01156886,1.06857259,-0.00745665,0.34165016,,,0.00000000,0.00000000,0.00000000,0
0.7100,-0.00441983,-0.06115442,9.72465960,-0.00339204,0.00293322,0.01254487,1.03292254,-0.05856383,0.32633053,,,0.00000000,0.00000000,0.00000000,0
0.7200,0.16552847,0.04714659,9.94334784,-0.00207685,0.00119340,0.01763249,1.01295648,-0.01769731,0.35212527,,,0.00000000,0.00000000,0.00000000,0
0.7300,0.09351188,-0.02118811,9.88723912,0.00112614,-0.00038018,0.01674743,1.01833149,-0.04031374,0.34709311,,,0.00000000,0.00000000,0.00000000,0
0.7400,0.01983947,-0.04628803,9.87434429,0.00515761,0.00242300,0.01753485,1.02981999,-0.00981595,0.32671197,,,0.00000000,0.00000000,0.00000000,0
0.7500,0.16094636,0.01445503,9.86532319,-0.00202576,-0.00516017,0.01609482,1.03276730,-0.02725087,0.36109864,,,0.00000000,0.00000000,0.00000000,0
0.7600,-0.00635136,-0.08079988,9.99821640,-0.00058874,0.00424182,0.01392778,1.00817740,-0.02811009,0.33625697,,,0.00000000,0.00000000,0.00000000,0
0.7700,0.08053498,-0.02459596,9.84230545,0.00562130,-0.00001985,0.01300660,1.03098668,-0.05345259,0.36524332,,,0.00000000,0.00000000,0.00000000,0
0.7800,-0.04872427,-0.03534892,9.93989264,-0.00405077,0.00122999,0.01306241,1.08369028,-0.01629824,0.34999293,,,0.00000000,0.00000000,0.00000000,0
0.7900,0.00859702,-0.04817941,9.85231725,0.00029967,-0.00605602,0.01824886,1.01420030,-0.01829891,0.37137074,,,0.00000000,0.00000000,0.00000000,0
0.8000,0.04876755,-0.15744087,9.85116813,0.00198664,-0.00577093,0.02046195,1.02355290,-0.01727302,0.32866453,,,0.00000000,0.00000000,0.00000000,0
0.8100,-0.02835164,0.04076680,9.80835211,0.00078299,-0.00397134,0.02229000,1.02104369,-0.02864243,0.33438312,,,0.00000000,0.00000000,0.00000000,0
0.8200,0.08616374,0.09195500,9.84491230,-0.00487392,-0.00752135,0.01093743,1.05009630,-0.01028900,0.35522526,,,0.00000000,0.00000000,0.00000000,0
0.8300,-0.00812610,-0.01468542,9.86983768,0.00582372,-0.00362065,0.01395285,1.04638348,-0.00776180,0.36179174,,,0.00000000,0.00000000,0.00000000,0
0.8400,-0.03948931,0.00687355,10.03124128,0.00082939,-0.00396580,0.01486306,1.05810730,-0.01005877,0.33950004,,,0.00000000,0.00000000,0.00000000,0
0.8500,0.01935104,-0.04623010,9.78640544,0.00055217,0.00162782,0.01422713,1.07079317,-0.01354029,0.35678874,,,0.00000000,0.00000000,0.00000000,0
0.8600,0.06552708,-0.12975810,9.78144552,-0.00717029,-0.01119843,0.01060764,1.05141360,-0.02579083,0.35798727,,,0.00000000,0.00000000,0.00000000,0
0.8700,0.14237338,-0.10243624,9.95650861,-0.00107406,0.00274367,0.02304747,1.02545778,-0.03601764,0.34998835,,,0.00000000,0.00000000,0.00000000,0
0.8800,0.16194864,-0.00925388,9.91427131,-0.00116919,-0.00122938,0.02052748,1.05528975,-0.02338259,0.36061208,,,0.00000000,0.00000000,0.00000000,0
0.8900,0.19618008,-0.04573827,9.82255954,0.00597401,-0.00345063,0.01423126,1.03817749,-0.01215985,0.31986299,,,0.00000000,0.00000000,0.00000000,0
0.9000,-0.06825849,-0.02666343,9.98833154,-0.00113985,-0.00149039,0.01314052,1.02683731,-0.01658952,0.34893829,,,0.00000000,0.00000000,0.00000000,0
0.9100,0.11676763,-0.10536730,9.80156997,-0.00331576,-0.00442877,0.01481820,1.04902257,-0.00751329,0.36629137,,,0.00000000,0.00000000,0.00000000,0
0.9200,-0.00033370,-0.00661855,9.85357509,-0.00024881,-0.00120292,0.01030022,1.01883582,-0.03337747,0.33842799,,,0.00000000,0.00000000,0.00000000,0
0.9300,0.05715632,-0.00626085,9.84609811,0.00184274,-0.00162828,0.01357431,1.04661637,-0.01533372,0.35145138,,,0.00000000,0.00000000,0.00000000,0
0.9400,0.03678608,-0.01347261,9.86328242,0.00151287,0.00578883,0.01776038,1.04717997,-0.03298547,0.38230278,,,0.00000000,0.00000000,0.00000000,0
0.9500,0.08028167,0.11967006,9.91735778,0.00328820,-0.00095553,0.02108393,1.04177405,-0.02681590,0.36296661,,,0.00000000,0.00000000,0.00000000,0
0.9600,0.04446484,-0.16488949,9.90103657,-0.00251664,0.01127273,0.01820202,1.05497529,-0.02017374,0.35452036,,,0.00000000,0.00000000,0.00000000,0
0.9700,-0.11573427,-0.14272273,9.93837114,0.00208426,0.00530027,0.01973673,1.04071902,-0.02280174,0.36336264,,,0.00000000,0.00000000,0.00000000,0
0.9800,0.09649880,-0.04199512,9.73319911,-0.00344479,-0.00171862,0.01087762,1.03460024,-0.03828188,0.35159875,,,0.00000000,0.00000000,0.00000000,0
0.9900,0.01029212,-0.08429907,9.92094726,-0.00521298,-0.00220412,0.00265147,1.04656528,-0.03640328,0.33956716,,,0.00000000,0.00000000,0.00000000,0
1.0000,0.22061844,-0.01264556,9.80765511,0.00276448,0.00000655,0.02004510,1.03520983,-0.03702043,0.36362396,,,0.00000000,0.00000000,0.00000000,0
1.0100,-0.05364412,-0.03448754,9.85585654,-0.00677910,0.00265659,0.01554763,1.03265386,-0.03583189,0.38169374,,,0.00000000,0.00000000,0.00000000,0
1.0200,-0.05212153,-0.02069158,9.77792692,-0.00446029,0.00069919,0.01454338,1.04636418,-0.04317873,0.37212559,,,0.00000000,0.00000000,0.00000000,0
1.0300,0.12896858,0.05501205,9.95678010,-0.00220150,-0.00408428,0.02115632,1.03479869,-0.04155003,0.36423771,,,0.00000000,0.00000000,0.00000000,0
1.0400,0.00207596,0.01116165,9.85943444,-0.00389901,0.00172012,0.01122297,1.01990783,-0.03091647,0.36302210,,,0.00000000,0.00000000,0.00000000,0
1.0500,0.00889504,-0.05713165,9.76602278,0.00116494,-0.00085435,0.01124841,1.05065281,-0.03747784,0.34791467,,,0.00000000,0.00000000,0.00000000,0
1.0600,-0.07550910,0.03354518,9.85470117,0.00804822,-0.00757328,0.01204974,1.03882645,-0.01271613,0.32949411,,,0.00000000,0.00000000,0.00000000,0
1.0700,0.05731399,0.05013683,9.73134940,0.00129275,0.00015478,0.02095889,1.05170758,-0.02569589,0.37451062,,,0.00000000,0.00000000,0.00000000,0
1.0800,-0.02273041,-0.01597321,9.90136758,-0.00099666,-0.00486575,0.01842826,1.02409747,-0.01354625,0.34271175,,,0.00000000,0.00000000,0.00000000,0
1.0900,0.00983404,0.05233434,9.88683160,-0.00056698,-0.00674495,0.00812123,1.04432612,-0.03552609,0.32011074,,,0.00000000,0.00000000,0.00000000,0
1.1000,-0.05707057,-0.10446110,9.93443768,0.00434109,-0.01388102,0.02111527,1.03923598,-0.02434565,0.36734874,,,0.00000000,0.00000000,0.00000000,0
1.1100,0.07710652,-0.18192490,9.97781698,0.00097087,0.00073081,0.01490820,1.03110912,-0.04652928,0.36515208,,,0.00000000,0.00000000,0.00000000,0
1.1200,0.08784216,0.07746744,9.83930393,0.00157190,0.00287132,0.01646902,1.03500331,-0.01502306,0.37537486,,,0.00000000,0.00000000,0.00000000,0
1.1300,0.01634350,-0.12011657,10.07295437,0.00704665,-0.00000518,0.01193345,1.03678694,-0.03232487,0.34482899,,,0.00000000,0.00000000,0.00000000,0
1.1400,0.02596366,0.09700266,9.81821660,-0.00660238,-0.00063552,0.02196258,1.01124375,-0.02997613,0.36547441,,,0.00000000,0.00000000,0.00000000,0
1.1500,0.05310730,-0.16370820,9.83937063,0.00546527,0.00923311,0.01651078,1.05523098,-0.03016813,0.38147807,,,0.00000000,0.00000000,0.00000000,0
1.1600,0.11870039,-0.13013951,9.95577820,-0.00530759,-0.00055537,0.01983761,1.03267736,-0.03019021,0.34740562,,,0.00000000,0.00000000,0.00000000,0
1.1700,0.06697903,-0.11351607,9.82987222,0.00069101,0.00425444,0.01107907,1.03386632,-0.03378983,0.34535018,,,0.00000000,0.00000000,0.00000000,0
1.1800,0.00327475,-0.03396155,9.82710848,-0.01069877,0.00536623,0.01750105,1.03417858,-0.02580966,0.35674836,,,0.00000000,0.00000000,0.00000000,0
1.1900,-0.02618303,-0.05436702,9.78784882,-0.00233504,0.00556871,0.01519829,1.02528938,-0.02259227,0.34354141,,,0.00000000,0.00000000,0.00000000,0
1.2000,-0.06316213,-0.03385412,9.94062994,-0.00557923,-0.00539910,0.01400127,1.04668671,-0.02877606,0.32783131,,,0.00000000,0.00000000,0.00000000,0
1.2100,-0.08234974,-0.02971935,9.81800350,0.00353388,0.00590853,0.01177471,1.02543258,-0.01626181,0.34603489,,,0.00000000,0.00000000,0.00000000,0
1.2200,-0.03817163,0.03827501,9.82854642,-0.00196830,0.00639785,0.01220095,1.03085004,-0.03598552,0.35682243,,,0.00000000,0.00000000,0.00000000,0
1.2300,0.15986413,-0.09238715,9.90092016,0.00573850,0.00084470,0.01042301,1.04842025,-0.03398286,0.37929697,,,0.00000000,0.00000000,0.00000000,0
1.2400,0.02181736,-0.09032174,9.91701400,-0.00103386,0.00109469,0.01233816,1.03209235,-0.03640636,0.35260596,,,0.00000000,0.00000000,0.00000000,0
1.2500,0.02760139,0.01825685,9.86621668,-0.00280822,-0.00063279,0.01475754,1.04261880,-0.00890928,0.38874982,,,0.00000000,0.00000000,0.00000000,0
1.2600,-0.04686530,-0.03816554,9.87415641,0.00112504,0.00024975,0.01706303,1.03538509,-0.03216651,0.36429181,,,0.00000000,0.00000000,0.00000000,0
1.2700,0.11667704,-0.10250152,9.86685361,-0.00088987,-0.00100532,0.00893523,1.03852508,-0.01745352,0.34007839,,,0.00000000,0.00000000,0.00000000,0
1.2800,-0.09775030,0.02211944,9.78348136,-0.00012809,-0.00246686,0.01092282,1.05243866,-0.06094385,0.36276303,,,0.00000000,0.00000000,0.00000000,0
1.2900,-0.10450876,-0.03473735,9.95845480,0.00255772,-0.00089383,0.01252670,1.04981359,0.00580450,0.34221130,,,0.00000000,0.00000000,0.00000000,0
1.3000,-0.08195576,-0.11704285,9.81053801,-0.00111712,0.00056607,0.00863621,1.05018144,-0.02047400,0.34173517,,,0.00000000,0.00000000,0.00000000,0
1.3100,-0.05035973,0.00035423,9.80541060,0.00168126,-0.00663432,0.01375532,1.04391334,-0.04188500,0.33852633,,,0.00000000,0.00000000,0.00000000,0
1.3200,-0.01772118,0.01666443,9.80955883,-0.01060350,0.00311002,0.01384582,1.01857103,-0.03294328,0.34009524,,,0.00000000,0.00000000,0.00000000,0
1.3300,0.07462241,-0.10771081,9.77302892,0.00510397,0.00047898,0.01412465,1.01041318,-0.02572168,0.33055696,,,0.00000000,0.00000000,0.00000000,0
1.3400,-0.10683594,0.11889622,9.84437928,-0.00024406,-0.00057896,0.01641386,1.05010718,-0.02637410,0.34326624,,,0.00000000,0.00000000,0.00000000,0
1.3500,0.05951467,-0.03248396,9.88279694,-0.00322393,-0.00246218,0.01842920,1.01732728,-0.04297388,0.33567664,,,0.00000000,0.00000000,0.00000000,0
1.3600,0.04397492,0.12265736,9.78688587,0.00653463,-0.00197024,0.01789186,1.03462210,-0.03521185,0.39068319,,,0.00000000,0.00000000,0.00000000,0
1.3700,-0.08459697,-0.11095677,9.76322328,0.00100651,-0.00318888,0.01591000,1.00989257,-0.03846648,0.36310094,,,0.00000000,0.00000000,0.00000000,0
1.3800,0.09975696,0.03563026,9.79309476,-0.00310707,-0.00584146,0.01709572,1.05489662,-0.01058061,0.34086670,,,0.00000000,0.00000000,0.00000000,0
1.3900,-0.07123486,-0.05838373,9.98128991,-0.00066508,-0.00082276,0.01182804,1.05166719,-0.07161631,0.35179096,,,0.00000000,0.00000000,0.00000000,0
1.4000,-0.18556555,0.01213014,9.78393958,0.00183047,-0.00382410,0.01127108,1.05240196,-0.01967879,0.33460887,,,0.00000000,0.00000000,0.00000000,0
1.4100,0.12322937,-0.11623392,9.84716673,-0.00678177,0.00014558,0.01730689,1.02799519,-0.06125221,0.34420473,,,0.00000000,0.00000000,0.00000000,0
1.4200,-0.08050233,-0.10818063,9.98086713,-0.00326734,-0.00647537,0.01699638,1.02000443,-0.02604540,0.34397465,,,0.00000000,0.00000000,0.00000000,0
1.4300,0.10564629,-0.06213345,9.80038621,-0.00279716,0.00301472,0.02319158,1.04867364,-0.03164945,0.35010592,,,0.00000000,0.00000000,0.00000000,0
1.4400,-0.11150457,-0.06149254,9.86752774,-0.00013160,-0.00011469,0.01399297,1.06560805,-0.01306099,0.33572926,,,0.00000000,0.00000000,0.00000000,0
1.4500,0.03327565,-0.03750335,9.78025523,0.00139391,-0.00383458,0.01109579,1.06008157,-0.01894939,0.37427556,,,0.00000000,0.00000000,0.00000000,0
1.4600,0.03469809,-0.03309387,9.97324496,0.00210116,0.00069919,0.01595826,1.04652894,-0.05620264,0.34948211,,,0.00000000,0.00000000,0.00000000,0
1.4700,0.18933868,-0.04095912,9.80869552,-0.00069734,-0.00058195,0.01314230,1.00453342,-0.05044650,0.34478661,,,0.00000000,0.00000000,0.00000000,0
1.4800,0.03480143,-0.07860970,9.81060529,-0.00581486,0.00437840,0.01146242,1.05846228,-0.02945730,0.35810931,,,0.00000000,0.00000000,0.00000000,0
1.4900,0.03530799,-0.11346435,9.91848854,0.00077625,-0.00609151,0.02003961,1.05071232,-0.04327004,0.37105445,,,0.00000000,0.00000000,0.00000000,0
1.5000,0.03168676,-0.00999934,9.85536480,-0.00340678,0.01171312,0.02217848,1.04315747,-0.04409885,0.34655005,,,0.00000000,0.00000000,0.00000000,0
1.5100,-0.01818036,-0.10583676,9.85101792,-0.00395527,0.00364439,0.01626426,1.03636893,-0.02121382,0.37570899,,,0.00000000,0.00000000,0.00000000,0
1.5200,-0.00390083,-0.01128789,9.86964546,-0.00849801,0.00090342,0.01236549,1.03541274,-0.03335121,0.38122486,,,0.00000000,0.00000000,0.00000000,0
1.5300,-0.06898454,-0.02463030,9.76257117,-0.00498221,0.00260899,0.01582416,1.08661589,-0.00372409,0.35772732,,,0.00000000,0.00000000,0.00000000,0
1.5400,-0.00931821,-0.05354829,9.70397814,-0.00408429,-0.00150822,0.01464721,1.03465894,-0.02010061,0.35935685,,,0.00000000,0.00000000,0.00000000,0
1.5500,0.04732060,-0.01792133,9.85735806,-0.00564215,0.00878582,0.00956606,1.02831789,-0.01020302,0.39205228,,,0.00000000,0.00000000,0.00000000,0
1.5600,0.00605462,-0.05988829,9.79187684,-0.00308300,0.00328214,0.01802982,1.02757741,-0.04164831,0.34747357,,,0.00000000,0.00000000,0.00000000,0
1.5700,0.01842397,-0.07420894,9.87733483,0.00518804,-0.00117693,0.01616788,1.02139109,-0.01817776,0.33381851,,,0.00000000,0.00000000,0.00000000,0
1.5800,-0.05633089,-0.01115281,9.88145751,0.00025525,0.00054703,0.01963352,1.04968134,-0.02428118,0.36587049,,,0.00000000,0.00000000,0.00000000,0
1.5900,0.02867497,-0.06513639,9.91418719,-0.00053005,0.00654466,0.01274400,1.01816236,-0.02794035,0.35893653,,,0.00000000,0.00000000,0.00000000,0
1.6000,-0.09316814,0.00683627,9.88944300,-0.00228617,-0.00148098,0.01479532,1.05290909,-0.02456634,0.34636774,,,0.00000000,0.00000000,0.00000000,0
1.6100,0.06267010,0.00066501,9.81770845,0.00147742,0.00359802,0.01441799,1.05669275,-0.00972059,0.37479453,,,0.00000000,0.00000000,0.00000000,0
1.6200,0.01924320,0.02096467,9.90445114,0.00091381,-0.00081561,0.00829787,1.02896825,-0.02231504,0.34149092,,,0.00000000,0.00000000,0.00000000,0
1.6300,0.05653702,-0.15114562,9.91303097,0.00053451,-0.00793077,0.02442164,1.03741270,-0.01898183,0.33382388,,,0.00000000,0.00000000,0.00000000,0
